price,class,weight,condition,taste grade,size,age,type,origin
1.04,4,299,3,9,300,7,Pinkerton,South Africa
2.09,7,464,3,11,287,18,Reed,Peru
0.63,4,140,3,7,141,20,Gwen,Peru
1.07,6,275,4,8,276,16,Gwen,Peru
0.71,4,205,3,7,206,7,Gwen,Chile
0.82,4,223,3,7,142,14,Gwen,Peru
0.77,4,234,4,8,235,13,Hass,South Africa
1.18,3,287,3,9,288,2,Hass,Chile
1.16,4,412,3,10,413,8,Pinkerton,Spain
0.97,3,208,3,7,138,20,Gwen,Other
0.8,3,184,3,7,185,4,Gwen,Spain
0.65,3,118,4,6,119,20,Gwen,Peru
1,5,216,5,7,154,31,Hass,Peru
0.95,3,118,3,8,119,38,Gwen,Other
0.77,2,116,4,6,88,28,Pinkerton,Other
0.72,4,183,3,7,184,6,Hass,Israel
1.04,4,320,3,10,321,5,Gwen,Chile
0.8,5,256,4,7,177,31,Hass,Chile
0.98,5,255,5,8,256,39,Gwen,Other
0.65,3,133,3,7,105,13,Hass,South Africa
0.68,2,122,4,7,123,19,Pinkerton,South Africa
0.65,3,180.5,3,7,181.5,4,Gwen,Spain
1.22,4,605,3,9,416,4,Pinkerton,South Africa
0.88,4,232,3,8,233,5,Pinkerton,South Africa
0.58,3,138.4,4,6,139.4,18,Reed,South Africa
0.95,3,272,3,9,273,5,Reed,South Africa
0.65,3,182,4,7,183,19,Gwen,Israel
1.05,2,213,4,7,154,26,Gwen,Spain
0.8,4,206,3,7,207,15,Reed,South Africa
0.66,4,142,4,7,109,13,Gwen,Spain
0.71,3,151,3,7,152,12,Gwen,Spain
0.97,3,216,3,8,197,39,Reed,Chile
1.19,3,318,4,11,319,14,Reed,South Africa
0.74,3,211,4,8,212,12,Gwen,Peru
1.01,3,206,5,8,134,30,Pinkerton,Chile
0.86,3,183,3,7,102,13,Gwen,South Africa
0.65,3,182,4,7,183,18,Pinkerton,Chile
0.67,3,161,3,8,162,5,Hass,South Africa
0.68,4,178,3,7,179,5,Pinkerton,Spain
0.73,4,184,3,7,185,8,Gwen,Israel
0.63,3,146,3,7,100,8,Hass,Chile
0.74,2,140,3,8,141,4,Hass,Peru
0.93,3,337,3,9,338,5,Reed,Israel
0.87,4,359,3,9,360,8,Pinkerton,Chile
1.47,4,320,4,9,321,19,Pinkerton,Peru
0.86,2,167,3,8,168,5,Reed,Israel
0.77,4,242,3,9,243,12,Reed,Israel
0.58,3,143,3,7,144,9,Hass,Peru
0.82,3,144,3,7,145,13,Reed,Peru
0.8,3,145,3,7,146,12,Reed,South Africa
0.83,4,355,5,8,211,18,Reed,Peru
0.88,2,127,3,8,112,7,Pinkerton,Israel
0.8,2,94,3,7,95,24,Pinkerton,South Africa
0.62,3,167,3,7,131,10,Gwen,Peru
0.93,4,310,3,8,241,8,Pinkerton,Other
0.72,2,110,3,7,111,8,Pinkerton,South Africa
0.98,3,187,4,8,124,32,Hass,South Africa
0.88,3,193,4,8,194,10,Gwen,Chile
1.02,3,254,3,9,255,5,Hass,Other
0.63,3,128,4,7,129,11,Hass,UK
0.79,3,182,3,7,129,18,Gwen,Other
0.87,3,149,3,7,150,13,Gwen,Peru
0.84,3,188,3,8,189,11,Hass,Peru
0.58,3,125,3,7,126,16,Pinkerton,Peru
0.61,3,144,3,8,145,12,Hass,Spain
0.65,3,192,3,7,193,10,Reed,Chile
0.92,3,206,3,7,134,15,Hass,Chile
0.6,3,121,4,7,122,21,Gwen,Israel
0.94,2,176,4,7,95,31,Hass,Peru
0.7,3,99,4,6,100,24,Reed,Spain
0.67,3,96,4,6,83,25,Pinkerton,Chile
0.9,3,166,3,9,167,2,Pinkerton,Chile
1.32,3,190,4,8,134,26,Reed,Israel
0.89,3,127,3,7,100,17,Gwen,Spain
0.84,4,325,4,9,326,12,Pinkerton,Other
0.61,3,96,5,6,97,13,Hass,Israel
0.91,2,133,4,7,97,35,Pinkerton,Israel
0.79,3,208,5,7,161,17,Reed,Chile
0.98,3,269,3,8,214,21,Pinkerton,Spain
0.89,2,89,3,7,78,37,Pinkerton,Other
0.78,3,107,3,7,108,14,Reed,Israel
0.61,3,120,4,6,121,22,Reed,Peru
0.64,3,136,5,7,137,24,Pinkerton,Israel
0.69,3,205,3,8,206,9,Reed,South Africa
1.38,3,300,5,9,201,32,Gwen,Peru
0.75,2,130,3,7,81,19,Pinkerton,Israel
0.69,4,225,3,7,135,13,Hass,Other
0.93,5,374,4,8,199,14,Pinkerton,Israel
1.05,3,166,3,9,154,2,Hass,Chile
0.79,3,236,3,7,237,6,Pinkerton,Spain
0.63,3,176,3,7,116,11,Hass,Chile
0.89,3,168,3,7,169,35,Pinkerton,Chile
0.88,3,132,3,7,88,34,Pinkerton,Other
0.56,1,87,3,6,88,27,Hass,South Africa
0.79,4,126,3,6,127,32,Pinkerton,Peru
0.61,3,100,3,6,101,25,Pinkerton,Peru
0.87,4,202,4,8,156,15,Pinkerton,Chile
0.7,3,192,3,7,113,23,Hass,South Africa
0.94,3,215,4,7,139,36,Reed,Peru
0.71,3,147,3,7,148,7,Reed,Other
1.28,3,318,3,10,319,10,Gwen,Other
3.05,3,393,4,8,234,21,Pinkerton,South Africa
0.85,3,99,3,6,100,26,Reed,South Africa
1.06,4,277,3,8,198,6,Pinkerton,Peru
1.18,3,125,4,7,126,22,Reed,Peru
0.66,3,114,3,7,115,11,Reed,UK
0.85,4,225,3,7,156,18,Reed,Spain
0.83,3,164,3,7,165,17,Pinkerton,Peru
0.69,3,125.5,3,7,126.5,5,Reed,Peru
0.7,3,129,3,7,130,15,Pinkerton,Chile
0.71,3,130,3,7,131,11,Gwen,Peru
0.69,3,122,3,8,123,4,Reed,South Africa
0.99,4,263,3,8,264,6,Reed,Peru
0.67,3,195,4,8,196,20,Reed,South Africa
1.49,4,316,5,9,237,18,Pinkerton,Israel
0.82,3,155,4,7,87,24,Hass,South Africa
0.8,4,170,4,7,86,27,Hass,South Africa
0.99,4,251,5,8,164,14,Hass,Spain
1.16,4,180,4,8,181,33,Pinkerton,Chile
0.75,3,180,3,8,121,17,Pinkerton,Chile
0.85,3,187,3,7,136,15,Reed,Peru
0.67,2,101,4,7,102,32,Gwen,Chile
0.59,2,112,3,6,113,32,Reed,Chile
0.83,3,209,3,8,121,17,Gwen,Spain
1.4,4,437,3,11,438,6,Reed,Peru
0.62,3,144,4,7,98,13,Reed,Peru
1.11,4,258,3,8,259,12,Hass,Peru
0.95,4,319,3,10,320,5,Gwen,Chile
0.78,4,238,4,7,176,8,Reed,Chile
0.77,4,142,3,7,143,30,Reed,Chile
1.11,5,299,3,9,300,2,Hass,Spain
0.7,3,268,3,8,269,10,Gwen,Chile
0.86,4,273,3,7,274,5,Pinkerton,Other
0.76,3,122,3,6,123,25,Pinkerton,Chile
0.76,3,150,3,7,151,18,Pinkerton,Peru
0.74,3,183,3,8,144,21,Pinkerton,Chile
1.69,5,457,5,10,458,18,Reed,Peru
0.73,4,247,3,8,248,12,Pinkerton,Israel
0.78,2,80,3,6,68,31,Hass,Peru
1.02,4,290,3,9,291,9,Reed,Chile
0.64,3,141,3,7,142,12,Reed,Israel
1.02,5,283,5,8,162,14,Hass,South Africa
0.65,4,168,3,7,111,14,Reed,Chile
0.62,3,176,3,7,93,14,Gwen,Spain
1.26,4,224,3,8,225,15,Reed,Israel
1.1,2,138,3,5,139,38,Gwen,South Africa
0.59,2,82,3,6,83,22,Hass,South Africa
0.84,4,218,2,6,174,23,Gwen,South Africa
0.84,4,140,3,7,111,40,Gwen,Peru
0.54,2,88,3,5,89,31,Gwen,Chile
0.7,2,106,4,6,107,25,Gwen,Chile
0.8,3,153,4,7,154,12,Pinkerton,Chile
0.9,4,248,3,8,147,21,Gwen,South Africa
0.69,3,149,5,6,150,18,Hass,South Africa
0.88,3,366,4,9,327,10,Hass,Peru
0.76,4,234,3,8,235,9,Pinkerton,South Africa
0.63,3,145,4,7,146,13,Gwen,Peru
0.97,4,221,3,9,222,10,Gwen,Spain
0.61,4,113,4,7,114,17,Reed,Chile
0.77,5,155,3,7,111,20,Pinkerton,Other
0.64,4,171,5,7,102,17,Pinkerton,South Africa
0.77,3,101,5,7,102,22,Hass,Other
0.81,6,266,3,7,267,28,Reed,Peru
1.05,6,266,3,7,267,28,Pinkerton,Peru
0.65,3,130,3,7,131,9,Reed,Israel
0.67,3,167,3,7,168,6,Gwen,Spain
0.91,2,96,5,7,97,36,Hass,Peru
1.77,4,467,4,12,468,11,Gwen,Peru
0.97,3,214,3,8,178,4,Hass,Other
0.72,5,252,3,8,156,5,Hass,Chile
0.7,3,165,5,7,114,14,Gwen,Chile
0.61,2,144,4,8,145,14,Pinkerton,South Africa
0.64,2,105,3,7,106,23,Hass,Israel
0.71,3,147,3,7,114,12,Reed,Israel
1.27,4,423,3,11,424,10,Reed,Israel
0.85,3,197,5,8,138,15,Pinkerton,Israel
0.69,3,154,3,7,155,9,Pinkerton,South Africa
0.77,3,209,3,8,210,3,Hass,South Africa
0.9,3,238,4,8,212,29,Hass,Peru
0.72,4,215.6,3,9,216.6,3,Pinkerton,Chile
0.74,4,207,4,8,208,11,Reed,Peru
0.93,3,191,4,8,128,23,Reed,Peru
0.94,3,192,4,8,127,14,Hass,Spain
1.54,3,340,4,9,230,28,Gwen,South Africa
0.62,3,140,3,7,141,15,Gwen,Chile
0.73,4,221,3,8,222,8,Hass,Chile
0.82,2,117,3,6,103,30,Reed,Chile
1.06,3,210,4,9,211,8,Reed,Israel
0.69,3,116,3,7,117,18,Hass,Spain
0.76,3,150,3,6,91,32,Gwen,Peru
0.9,4,294,3,8,295,7,Reed,South Africa
0.98,4,201,4,7,131,19,Gwen,Spain
0.81,3,217,3,7,218,6,Pinkerton,UK
0.87,3,143,4,7,126,27,Gwen,Spain
0.8,4,151,3,7,108,17,Pinkerton,Peru
0.71,3,115,3,6,81,23,Hass,South Africa
1.24,3,215,5,8,115,20,Gwen,Israel
0.81,3,137,5,7,124,25,Gwen,Peru
1.02,2,238,3,8,239,3,Hass,Chile
1.15,3,137,5,7,78,36,Pinkerton,Peru
0.7,3,160,3,7,108,14,Hass,Israel
1.23,5,375,4,9,204,13,Hass,Spain
1.54,2,395,3,10,292,10,Gwen,Spain
1.16,4,240,4,9,241,19,Gwen,Chile
0.77,5,283,4,8,284,34,Gwen,Chile
0.91,4,244,3,8,245,8,Hass,Other
0.77,3,119,3,8,106,4,Gwen,Spain
0.71,3,140,3,7,141,8,Hass,Spain
0.75,4,273,3,7,274,5,Hass,Peru
0.77,3,239,5,7,162,12,Reed,South Africa
0.9,3,206,3,8,207,12,Hass,South Africa
1.13,4,249,4,8,130,20,Gwen,Chile
0.65,3,110,5,7,111,12,Reed,Chile
1.07,4,243,5,8,148,18,Hass,Other
0.77,3,317,3,10,237,8,Reed,South Africa
0.79,4,264,3,8,265,11,Pinkerton,Other
0.72,3,113,4,7,114,20,Hass,South Africa
0.82,5,194,3,7,195,21,Gwen,Israel
0.81,2,110,3,7,111,36,Pinkerton,Peru
0.76,3,120,4,7,121,22,Gwen,Peru
0.78,3,200,4,8,101,19,Gwen,Israel
0.66,3,189,3,8,174,6,Reed,Chile
0.85,4,191,3,7,107,37,Pinkerton,South Africa
0.74,4,271,3,9,272,7,Hass,Peru
2.35,5,486,5,10,311,38,Hass,Other
0.69,3,125,5,7,126,18,Gwen,Israel
0.77,3,159,5,6,98,27,Gwen,Israel
0.7,3,124,3,8,106,4,Reed,Israel
1.04,4,200,4,7,201,36,Pinkerton,Peru
0.98,6,361,4,8,362,18,Gwen,South Africa
0.61,5,193,4,8,194,18,Reed,Peru
0.85,2,128,3,7,129,19,Reed,South Africa
0.82,4,209,4,7,210,12,Gwen,Israel
0.62,3,194,4,7,115,17,Reed,Peru
0.77,3,180,4,7,181,10,Gwen,Peru
0.87,3,173,4,7,141,13,Pinkerton,Other
1,4,281,3,9,282,13,Pinkerton,South Africa
1.58,4,355,3,11,227,7,Hass,South Africa
0.64,4,133,3,6,134,23,Reed,Spain
0.61,2,75,3,6,76,23,Pinkerton,Chile
0.79,4,176,3,7,110,24,Pinkerton,Spain
1.06,4,320,3,9,321,9,Reed,South Africa
1.03,4,174,5,8,175,21,Hass,Spain
0.83,3,210,3,8,211,7,Reed,Chile
1.37,4,427,4,12,428,9,Reed,Israel
0.98,3,134,3,7,135,36,Gwen,Other
1.46,4,319,5,9,169,18,Gwen,Peru
0.79,3,163,3,8,164,11,Pinkerton,Peru
0.96,5,299,3,9,300,4,Pinkerton,Israel
0.75,4,155,3,6,156,22,Pinkerton,Peru
0.85,3,169,3,8,170,10,Pinkerton,Peru
0.69,4,196,3,8,197,10,Pinkerton,Israel
0.91,3,239,5,8,137,14,Gwen,Israel
0.92,3,260,3,7,261,5,Gwen,Spain
0.73,3,195,3,8,196,7,Reed,Other
0.72,3,125,4,7,126,19,Reed,Spain
0.78,2,118,3,8,85,4,Gwen,Peru
0.72,3,168,3,7,169,5,Hass,Peru
0.96,4,222,3,9,223,10,Reed,Peru
2.48,4,489,3,11,310,7,Gwen,Peru
0.75,3,266,3,8,267,2,Hass,UK
0.69,3,115,3,7,116,11,Pinkerton,Peru
0.64,2,113,4,6,114,26,Gwen,Israel
1.01,5,276,3,9,277,5,Gwen,Peru
0.64,3,143,3,7,144,9,Pinkerton,Israel
0.7,3,149,4,5,150,29,Gwen,Chile
0.69,4,203,3,8,204,5,Gwen,Peru
1.37,3,301,5,9,190,30,Gwen,Chile
0.67,3,181,4,7,114,22,Hass,South Africa
0.79,3,181,4,7,114,22,Pinkerton,South Africa
0.62,3,97,3,6,98,17,Gwen,Peru
1.13,3,201,5,7,152,31,Gwen,South Africa
0.58,4,130,3,6,131,24,Gwen,Peru
0.82,3,126,3,7,127,20,Hass,Other
0.99,4,261,3,8,262,12,Hass,South Africa
0.93,3,191,3,8,112,26,Pinkerton,Other
0.72,3,178,4,8,179,11,Reed,Other
0.66,4,190,4,8,191,15,Gwen,Spain
0.99,6,245,3,7,135,21,Reed,South Africa
0.64,3,138,4,5,139,27,Reed,Israel
0.7,3,192,4,7,124,14,Pinkerton,Chile
0.79,2,135,3,8,136,5,Reed,Israel
0.78,2,135,3,8,136,5,Pinkerton,Peru
0.67,4,251,4,8,130,19,Hass,Chile
0.71,4,247,3,8,248,6,Gwen,Other
0.67,4,166,3,7,97,21,Hass,Israel
0.7,3,134,3,7,95,11,Gwen,Spain
0.79,3,162,4,7,163,36,Gwen,Spain
0.71,3,230,3,8,231,14,Reed,Other
0.82,4,200,3,8,201,4,Reed,Peru
0.73,3,164,4,8,165,16,Pinkerton,Spain
0.99,4,153,4,7,154,36,Reed,Peru
0.96,3,400,3,9,220,11,Reed,South Africa
0.86,3,161,3,7,109,14,Reed,Chile
0.64,3,207,4,7,146,17,Reed,Peru
0.88,4,190,3,8,191,9,Hass,Other
0.67,3,105,4,7,106,20,Hass,Spain
0.8,3,152,3,8,119,5,Gwen,South Africa
0.81,4,239,3,7,176,24,Pinkerton,Spain
0.71,5,240,3,8,241,7,Pinkerton,Peru
0.74,4,179,3,7,180,5,Reed,Peru
0.65,3,172,3,7,173,9,Hass,South Africa
0.81,4,298,4,8,181,14,Gwen,Israel
0.79,3,152,5,8,153,11,Hass,Other
0.57,3,115,4,7,116,14,Gwen,Chile
0.64,1,38,3,5,39,19,Hass,South Africa
0.91,3,91,3,7,92,23,Reed,South Africa
0.89,3,165,3,8,124,15,Pinkerton,Peru
1.2,3,248,3,10,249,3,Hass,South Africa
0.67,4,205,3,8,206,10,Reed,Spain
0.66,3,142,4,7,143,10,Reed,Spain
0.82,3,346,3,7,347,6,Gwen,Other
0.82,3,150,3,8,151,8,Reed,Peru
0.75,2,132,4,7,133,37,Reed,Spain
0.67,5,218,4,8,123,14,Reed,Peru
0.97,3,183,3,7,124,34,Reed,Spain
0.83,3,162,3,7,123,19,Gwen,Other
1.1,3,292,5,8,147,15,Reed,Spain
1.1,4,330,3,10,331,12,Reed,Spain
1.16,3,306,3,10,307,12,Reed,UK
1.36,0,306.4,3,7,307.4,10,Hass,Peru
0.55,3,153,3,7,154,20,Reed,Chile
0.76,3,191,3,7,142,14,Hass,Peru
0.62,3,102,3,7,103,22,Gwen,South Africa
0.58,3,115,3,6,116,29,Reed,Other
0.78,3,126,3,7,88,26,Hass,Other
0.6,4,192,2,6,93,35,Hass,Other
0.62,4,180,3,8,181,17,Reed,Peru
1.04,3,204,5,7,137,32,Reed,Peru
1.22,4,220,5,8,144,37,Hass,Peru
1.51,5,320,3,7,217,23,Reed,Israel
1.02,5,240,4,7,179,31,Pinkerton,Israel
0.82,2,114,3,7,115,5,Gwen,Chile
0.75,3,133,3,7,134,15,Reed,Other
0.84,3,194,4,8,195,9,Gwen,South Africa
1.06,3,300,3,9,301,8,Reed,Israel
1.29,4,182,3,8,183,32,Reed,Spain
0.76,4,291,3,8,292,6,Gwen,South Africa
0.72,2,109,3,6,110,22,Hass,Peru
0.6,3,123,3,7,103,6,Pinkerton,Spain
0.79,5,171,3,7,172,19,Pinkerton,Other
1.26,5,316,4,9,179,16,Gwen,Peru
0.99,3,268,3,9,269,9,Pinkerton,Other
1.05,4,219,4,8,185,14,Gwen,Spain
0.67,3,126,4,7,127,11,Reed,Chile
1.2,4,297,3,9,235,8,Gwen,Israel
1.11,4,257,3,10,258,9,Reed,Spain
1.14,4,381,3,9,257,2,Pinkerton,Peru
0.6,1,101,3,8,96,4,Hass,Peru
0.68,3,148,4,7,109,14,Reed,Peru
0.88,3,125,5,7,126,26,Pinkerton,Other
0.69,3,165.4,3,7,166.4,8,Gwen,Other
0.64,3,141,5,7,142,20,Gwen,Spain
0.9,5,216,5,7,151,23,Reed,South Africa
0.8,3,140,4,6,71,34,Hass,Peru
0.63,3,142,4,7,143,18,Gwen,South Africa
0.95,4,250,3,8,161,15,Reed,Peru
0.6,3,141,3,7,142,12,Reed,Other
0.75,4,210,4,7,106,22,Hass,Israel
0.7,3,175,3,8,176,9,Pinkerton,Chile
0.98,3,207,4,7,114,25,Reed,Peru
0.91,3,157,3,8,127,4,Reed,Peru
0.7,3,192,3,8,193,7,Reed,South Africa
0.66,2,100,3,6,101,26,Reed,South Africa
0.67,5,212,5,7,213,19,Pinkerton,South Africa
0.64,3,144,3,7,145,18,Reed,Chile
0.72,3,166,3,7,167,10,Pinkerton,Chile
0.64,3,134,4,7,135,21,Pinkerton,Chile
1.11,3,238,4,9,146,16,Gwen,Other
0.81,3,156,3,7,101,31,Gwen,South Africa
1.27,4,278,3,7,140,18,Hass,Spain
0.67,4,186,4,7,123,12,Reed,Chile
0.78,3,239,3,8,176,33,Reed,South Africa
0.73,2,137,3,8,109,4,Pinkerton,Spain
0.76,4,257,3,7,143,11,Pinkerton,Other
0.68,3,132,3,7,133,5,Pinkerton,Chile
0.89,5,252,3,7,151,13,Reed,South Africa
0.67,3,125,4,6,126,16,Reed,Israel
0.68,3,156,3,7,130,12,Hass,Israel
1.19,4,233,5,7,173,32,Hass,Peru
1.45,3,366,4,9,184,24,Reed,Other
0.75,4,279,3,8,280,5,Gwen,Other
0.68,2,106,4,6,107,23,Gwen,Chile
0.64,3,202,3,7,132,9,Hass,South Africa
0.72,3,158,3,7,159,14,Hass,Spain
0.91,4,202,3,6,203,40,Reed,South Africa
0.69,2,97,4,6,98,37,Hass,Chile
0.91,4,149,5,7,150,35,Gwen,South Africa
1.25,5,439,3,9,336,5,Pinkerton,Peru
1.21,5,275,5,9,185,37,Hass,Other
0.78,4,215,4,7,216,23,Pinkerton,Spain
0.65,4,181,3,7,124,14,Gwen,Peru
1.55,3,223,3,9,224,10,Hass,Israel
0.74,3,243,3,7,244,14,Pinkerton,Other
1.31,3,368,3,10,369,9,Gwen,South Africa
0.8,5,141,3,6,142,30,Gwen,Spain
0.94,3,133,3,8,134,21,Hass,Peru
0.82,3,149,3,7,116,19,Pinkerton,South Africa
1.04,3,202,3,8,203,7,Gwen,Israel
1.15,4,313,3,10,314,8,Reed,South Africa
0.9,4,267,3,7,268,35,Gwen,Peru
1.02,4,198,3,7,199,33,Reed,Peru
0.7,3,210,4,7,211,19,Reed,Other
0.72,3,135,5,6,136,25,Gwen,South Africa
0.75,4,214,3,7,120,20,Gwen,South Africa
0.98,4,220.8,5,8,221.8,34,Pinkerton,South Africa
0.75,3,101,3,7,102,13,Gwen,Spain
0.79,2,97,3,7,98,37,Hass,South Africa
0.61,4,152,5,6,153,33,Reed,South Africa
0.96,4,274,3,9,275,9,Hass,UK
0.71,3,157,3,7,131,22,Reed,Israel
0.59,3,132,3,7,133,18,Hass,Israel
0.92,4,255,3,8,145,11,Hass,Other
0.8,3,156,3,7,126,12,Reed,Israel
1.07,4,236,4,8,237,15,Reed,Israel
0.88,3,133,4,7,122,37,Hass,Spain
0.65,3,107,4,7,108,23,Pinkerton,Spain
0.77,3,151,4,6,82,20,Gwen,Israel
0.87,3,171,3,8,172,7,Hass,South Africa
1.08,4,279,3,10,280,8,Reed,Chile
0.98,4,262,3,9,263,6,Gwen,Israel
0.83,5,297,4,8,168,17,Reed,Chile
0.63,3,105,4,7,106,15,Pinkerton,South Africa
0.61,3,128,4,7,129,21,Gwen,Israel
0.79,3,103,4,7,104,19,Reed,Peru
0.67,3,190,4,8,140,14,Gwen,South Africa
1.04,5,307,4,9,175,17,Pinkerton,Spain
0.78,2,176,3,8,177,3,Gwen,Peru
0.75,2,93,3,7,94,23,Hass,Other
0.7,2,88,3,6,89,26,Pinkerton,South Africa
0.88,3,136,3,7,132,6,Gwen,Spain
0.67,4,213,3,7,157,9,Gwen,Spain
0.65,3,148,3,6,113,27,Gwen,Peru
0.77,4,150,4,7,151,23,Hass,Other
0.84,3,167,3,8,168,11,Reed,Other
0.97,4,206,4,8,207,20,Hass,Peru
0.93,4,216,4,8,167,23,Hass,Peru
0.98,4,278,3,8,120,22,Hass,Other
0.64,3,149,3,7,150,11,Reed,Other
0.58,2,74,3,6,75,22,Hass,Peru
0.67,4,186,4,7,187,10,Reed,Spain
0.6,2,159,3,5,160,33,Gwen,Spain
0.9,2,85,3,7,86,33,Pinkerton,South Africa
0.59,2,103,3,8,104,13,Hass,South Africa
0.67,3,185,3,8,186,11,Reed,Spain
1.02,4,183,3,8,184,37,Hass,Chile
0.66,3,156,3,7,157,18,Pinkerton,Spain
0.65,4,173,3,7,124,14,Pinkerton,Other
0.88,3,193,3,8,194,5,Hass,Peru
0.64,3,142.2,3,7,143.2,3,Pinkerton,Israel
0.91,3,138,4,7,139,34,Reed,Peru
0.87,3,243,3,8,244,6,Pinkerton,Chile
0.7,4,261,3,9,262,11,Pinkerton,Peru
0.89,3,200,3,8,201,8,Gwen,Peru
0.67,2,92,4,6,50,24,Pinkerton,South Africa
0.82,4,175,5,7,106,31,Reed,Other
0.83,3,202,4,7,119,13,Gwen,South Africa
1.19,4,246,4,9,247,21,Reed,Peru
0.89,4,178,4,8,179,19,Pinkerton,South Africa
0.79,2,108,3,7,109,33,Gwen,Chile
0.57,3,125,3,7,126,13,Gwen,Peru
0.87,4,187,3,7,188,14,Gwen,Peru
0.83,3,170,3,8,124,14,Reed,South Africa
0.67,4,148,5,6,149,26,Pinkerton,Israel
0.7,4,193,3,8,194,7,Gwen,South Africa
1.14,4,313,4,10,314,9,Reed,Peru
0.67,3,137,4,7,138,9,Pinkerton,Other
0.75,3,96,3,7,97,19,Gwen,Spain
0.72,3,126,4,7,127,17,Gwen,Chile
0.81,3,148,5,7,149,20,Pinkerton,South Africa
0.69,4,193,4,7,194,9,Hass,Spain
0.66,2,87,2,6,88,38,Hass,Chile
0.69,4,130,4,7,131,22,Reed,Israel
0.64,3,149,4,7,150,10,Reed,South Africa
0.89,2,138,3,8,104,24,Hass,Spain
1.19,4,119,3,7,120,25,Pinkerton,Other
2.52,4,425,4,10,288,4,Pinkerton,Spain
0.9,2,192,3,8,193,6,Reed,Israel
0.64,3,208,5,6,209,23,Pinkerton,South Africa
1.08,3,322,4,9,270,13,Hass,Other
1.26,4,368,3,10,207,18,Hass,Spain
0.76,5,207,3,7,128,19,Gwen,Chile
0.78,3,148,3,7,149,8,Hass,Other
0.75,4,200,3,8,201,6,Gwen,Other
0.91,3,156,3,8,157,7,Pinkerton,Israel
0.61,2,160,4,7,140,24,Hass,UK
0.9,4,194,4,7,115,15,Hass,South Africa
0.86,3,154,3,7,78,33,Reed,South Africa
0.59,2,82,3,6,83,23,Reed,South Africa
0.83,3,178,3,7,124,14,Pinkerton,Chile
0.93,3,156,3,7,157,13,Hass,Peru
0.82,4,221,4,8,128,14,Gwen,South Africa
0.85,2,204,4,7,205,17,Hass,Israel
0.87,3,192,3,8,193,16,Pinkerton,Other
1.04,3,193,3,9,124,28,Pinkerton,Peru
0.78,3,170,3,6,90,25,Gwen,Other
1.15,4,345,3,8,246,9,Reed,Israel
1.32,4,344,3,10,345,12,Pinkerton,Peru
0.98,4,238,3,10,239,9,Hass,Chile
0.96,4,240,4,7,147,30,Gwen,Peru
1.22,4,567,3,11,568,4,Pinkerton,Israel
0.75,3,114,4,7,115,19,Reed,Israel
1.02,3,167,3,7,128,23,Gwen,Israel
0.88,4,191,3,8,129,20,Hass,South Africa
0.79,3,156,4,8,157,15,Reed,South Africa
0.64,2,150,4,7,151,19,Reed,Israel
1.31,5,447.5,3,9,448.5,2,Pinkerton,Israel
1.1,4,284,4,9,165,20,Pinkerton,Israel
0.77,3,102,3,7,103,17,Hass,Peru
0.66,3,141,3,7,142,22,Pinkerton,Peru
0.9,3,152,3,8,153,36,Reed,South Africa
0.55,1,73,4,4,74,31,Pinkerton,Chile
0.64,3,119,3,7,100,22,Reed,Peru
0.7,3,141,3,7,142,11,Pinkerton,Israel
0.86,2,124,3,7,125,19,Gwen,Chile
0.83,5,250,3,8,131,18,Pinkerton,Other
0.73,3,105,3,7,106,22,Hass,Spain
1.49,4,268,4,9,149,19,Hass,South Africa
1.27,3,238,4,9,135,19,Hass,Israel
0.87,2,106,3,7,87,38,Pinkerton,Spain
0.7,3,230,4,8,132,27,Reed,Spain
0.69,4,201,5,7,110,23,Reed,Peru
0.73,2,109,4,7,74,26,Gwen,Other
1.09,4,232,3,7,152,21,Reed,South Africa
0.7,3,104,3,6,105,23,Pinkerton,Chile
0.6,4,181,3,7,182,19,Gwen,Spain
1.13,2,115,4,6,116,37,Pinkerton,South Africa
0.87,3,236,3,9,237,10,Pinkerton,Peru
0.84,3,197,4,8,143,30,Reed,Other
1,4,269,3,8,270,22,Reed,Spain
0.73,4,208,5,7,105,19,Pinkerton,Chile
0.9,4,208,5,7,105,19,Hass,Peru
0.62,3,137,3,7,138,19,Hass,Spain
0.85,3,341,4,8,342,18,Gwen,Chile
0.75,4,185,4,8,186,17,Gwen,South Africa
1.14,5,301,3,10,302,9,Pinkerton,Israel
0.81,3,153,3,7,154,6,Hass,Israel
1.05,5,269,4,7,143,23,Pinkerton,Peru
0.92,4,281,3,8,150,22,Reed,Peru
0.79,3,181,4,7,125,15,Hass,South Africa
0.8,3,156,3,7,157,6,Gwen,Peru
0.63,3,101,4,6,102,16,Gwen,South Africa
0.81,2,100,4,6,61,32,Reed,Peru
0.67,2,99,3,7,100,6,Hass,South Africa
0.55,2,72,4,5,73,26,Reed,Israel
1.77,5,607,3,11,608,5,Gwen,Peru
0.96,5,227,3,7,228,38,Reed,Peru
0.67,2,138,3,7,115,3,Pinkerton,Chile
0.59,3,126,4,6,85,20,Gwen,Israel
1.12,4,291,4,9,292,11,Reed,Chile
0.9,3,181,4,7,182,20,Gwen,South Africa
1.39,4,316,4,9,317,8,Gwen,Israel
0.95,2,191,3,9,192,6,Gwen,Chile
0.6,3,123,3,6,124,24,Gwen,Spain
0.74,4,296,3,9,297,5,Hass,Spain
0.67,3,220,3,8,221,11,Gwen,Peru
